"concept_code_1","concept_code_2","relationship_id"
"82-2900-101","82-2900","value of item"
"82-2900-988","82-2900","value of item"
"82-2900-999","82-2900","value of item"
"82-2900-011","82-2900","value of item"
"82-2900-110","82-2900","value of item"
"82-2900-100","82-2900","value of item"
"82-2900-010","82-2900","value of item"
"82-2900-111","82-2900","value of item"
"82-2900-001","82-2900","value of item"
"82-2900-000","82-2900","value of item"
"76-2900-101","76-2900","value of item"
"76-2900-988","76-2900","value of item"
"76-2900-999","76-2900","value of item"
"76-2900-011","76-2900","value of item"
"76-2900-110","76-2900","value of item"
"76-2900-100","76-2900","value of item"
"76-2900-010","76-2900","value of item"
"76-2900-111","76-2900","value of item"
"76-2900-001","76-2900","value of item"
"76-2900-000","76-2900","value of item"
"39-2900-101","39-2900","value of item"
"39-2900-988","39-2900","value of item"
"39-2900-999","39-2900","value of item"
"39-2900-011","39-2900","value of item"
"39-2900-110","39-2900","value of item"
"39-2900-100","39-2900","value of item"
"39-2900-010","39-2900","value of item"
"39-2900-111","39-2900","value of item"
"39-2900-001","39-2900","value of item"
"39-2900-000","39-2900","value of item"
"34-2900-101","34-2900","value of item"
"34-2900-988","34-2900","value of item"
"34-2900-999","34-2900","value of item"
"34-2900-011","34-2900","value of item"
"34-2900-110","34-2900","value of item"
"34-2900-100","34-2900","value of item"
"34-2900-010","34-2900","value of item"
"34-2900-111","34-2900","value of item"
"34-2900-001","34-2900","value of item"
"34-2900-000","34-2900","value of item"
"75-2900-101","75-2900","value of item"
"75-2900-988","75-2900","value of item"
"75-2900-999","75-2900","value of item"
"75-2900-011","75-2900","value of item"
"75-2900-110","75-2900","value of item"
"75-2900-100","75-2900","value of item"
"75-2900-010","75-2900","value of item"
"75-2900-111","75-2900","value of item"
"75-2900-001","75-2900","value of item"
"75-2900-000","75-2900","value of item"
"32-2900-101","32-2900","value of item"
"32-2900-988","32-2900","value of item"
"32-2900-999","32-2900","value of item"
"32-2900-011","32-2900","value of item"
"32-2900-110","32-2900","value of item"
"32-2900-100","32-2900","value of item"
"32-2900-010","32-2900","value of item"
"32-2900-111","32-2900","value of item"
"32-2900-001","32-2900","value of item"
"32-2900-000","32-2900","value of item"
"4-2900-101","4-2900","value of item"
"4-2900-988","4-2900","value of item"
"4-2900-999","4-2900","value of item"
"4-2900-011","4-2900","value of item"
"4-2900-110","4-2900","value of item"
"4-2900-100","4-2900","value of item"
"4-2900-010","4-2900","value of item"
"4-2900-111","4-2900","value of item"
"4-2900-001","4-2900","value of item"
"4-2900-000","4-2900","value of item"
"3-2900-101","3-2900","value of item"
"3-2900-988","3-2900","value of item"
"3-2900-999","3-2900","value of item"
"3-2900-011","3-2900","value of item"
"3-2900-110","3-2900","value of item"
"3-2900-100","3-2900","value of item"
"3-2900-010","3-2900","value of item"
"3-2900-111","3-2900","value of item"
"3-2900-001","3-2900","value of item"
"3-2900-000","3-2900","value of item"
"84-2900-101","84-2900","value of item"
"84-2900-988","84-2900","value of item"
"84-2900-999","84-2900","value of item"
"84-2900-011","84-2900","value of item"
"84-2900-110","84-2900","value of item"
"84-2900-100","84-2900","value of item"
"84-2900-010","84-2900","value of item"
"84-2900-111","84-2900","value of item"
"84-2900-001","84-2900","value of item"
"84-2900-000","84-2900","value of item"
"20-2900-101","20-2900","value of item"
"20-2900-988","20-2900","value of item"
"20-2900-999","20-2900","value of item"
"20-2900-011","20-2900","value of item"
"20-2900-110","20-2900","value of item"
"20-2900-100","20-2900","value of item"
"20-2900-010","20-2900","value of item"
"20-2900-111","20-2900","value of item"
"20-2900-001","20-2900","value of item"
"20-2900-000","20-2900","value of item"
"66-2900-002-979","66-2900","numeric range of item"
"66-2900-998","66-2900","value of item"
"66-2900-001","66-2900","value of item"
"66-2900-997","66-2900","value of item"
"66-2900-000","66-2900","value of item"
"66-2900-988","66-2900","value of item"
"66-2900-980","66-2900","value of item"
"66-2900-999","66-2900","value of item"
"69-2900-009","69-2900","value of item"
"69-2900-990","69-2900","value of item"
"69-2900-001-008","69-2900","numeric range of item"
"69-2900-998","69-2900","value of item"
"69-2900-110","69-2900","value of item"
"69-2900-995","69-2900","value of item"
"69-2900-000","69-2900","value of item"
"69-2900-999","69-2900","value of item"
"69-2900-992","69-2900","value of item"
"69-2900-988","69-2900","value of item"
"69-2900-010-100","69-2900","numeric range of item"
"69-2900-996","69-2900","value of item"
"69-2900-888","69-2900","value of item"
"71-2900-009","71-2900","value of item"
"71-2900-990","71-2900","value of item"
"71-2900-001-008","71-2900","numeric range of item"
"71-2900-998","71-2900","value of item"
"71-2900-110","71-2900","value of item"
"71-2900-995","71-2900","value of item"
"71-2900-000","71-2900","value of item"
"71-2900-999","71-2900","value of item"
"71-2900-992","71-2900","value of item"
"71-2900-988","71-2900","value of item"
"71-2900-010-100","71-2900","numeric range of item"
"71-2900-996","71-2900","value of item"
"71-2900-888","71-2900","value of item"
"70-2900-009","70-2900","value of item"
"70-2900-990","70-2900","value of item"
"70-2900-001-008","70-2900","numeric range of item"
"70-2900-998","70-2900","value of item"
"70-2900-110","70-2900","value of item"
"70-2900-995","70-2900","value of item"
"70-2900-000","70-2900","value of item"
"70-2900-999","70-2900","value of item"
"70-2900-992","70-2900","value of item"
"70-2900-988","70-2900","value of item"
"70-2900-010-100","70-2900","numeric range of item"
"70-2900-996","70-2900","value of item"
"70-2900-888","70-2900","value of item"
"50-2900-000","50-2900","value of item"
"50-2900-001","50-2900","value of item"
"50-2900-999","50-2900","value of item"
"50-2900-002-979","50-2900","numeric range of item"
"50-2900-997","50-2900","value of item"
"50-2900-988","50-2900","value of item"
"50-2900-980","50-2900","value of item"
"50-2900-998","50-2900","value of item"
"56-2900-000","56-2900","value of item"
"56-2900-001","56-2900","value of item"
"56-2900-999","56-2900","value of item"
"56-2900-002-979","56-2900","numeric range of item"
"56-2900-997","56-2900","value of item"
"56-2900-988","56-2900","value of item"
"56-2900-980","56-2900","value of item"
"56-2900-998","56-2900","value of item"
"53-2900-000","53-2900","value of item"
"53-2900-001","53-2900","value of item"
"53-2900-999","53-2900","value of item"
"53-2900-002-979","53-2900","numeric range of item"
"53-2900-997","53-2900","value of item"
"53-2900-988","53-2900","value of item"
"53-2900-980","53-2900","value of item"
"53-2900-998","53-2900","value of item"
"47-2900-000","47-2900","value of item"
"47-2900-001","47-2900","value of item"
"47-2900-999","47-2900","value of item"
"47-2900-002-979","47-2900","numeric range of item"
"47-2900-997","47-2900","value of item"
"47-2900-988","47-2900","value of item"
"47-2900-980","47-2900","value of item"
"47-2900-998","47-2900","value of item"
"150-2900-992","150-2900","value of item"
"150-2900-993","150-2900","value of item"
"150-2900-991","150-2900","value of item"
"150-2900-988","150-2900","value of item"
"150-2900-004","150-2900","value of item"
"150-2900-003","150-2900","value of item"
"150-2900-001","150-2900","value of item"
"150-2900-005","150-2900","value of item"
"150-2900-999","150-2900","value of item"
"150-2900-000","150-2900","value of item"
"150-2900-002","150-2900","value of item"
"150-2900-990","150-2900","value of item"
"136-2900-991","136-2900","value of item"
"136-2900-999","136-2900","value of item"
"136-2900-000","136-2900","value of item"
"136-2900-995","136-2900","value of item"
"136-2900-001-979","136-2900","numeric range of item"
"136-2900-988","136-2900","value of item"
"136-2900-990","136-2900","value of item"
"136-2900-993","136-2900","value of item"
"136-2900-996","136-2900","value of item"
"136-2900-994","136-2900","value of item"
"136-2900-992","136-2900","value of item"
"136-2900-980","136-2900","value of item"
"135-2900-991","135-2900","value of item"
"135-2900-999","135-2900","value of item"
"135-2900-000","135-2900","value of item"
"135-2900-995","135-2900","value of item"
"135-2900-001-979","135-2900","numeric range of item"
"135-2900-988","135-2900","value of item"
"135-2900-990","135-2900","value of item"
"135-2900-993","135-2900","value of item"
"135-2900-996","135-2900","value of item"
"135-2900-994","135-2900","value of item"
"135-2900-992","135-2900","value of item"
"135-2900-980","135-2900","value of item"
"103-2900-010","103-2900","value of item"
"103-2900-999","103-2900","value of item"
"103-2900-888","103-2900","value of item"
"103-2900-998","103-2900","value of item"
"103-2900-988","103-2900","value of item"
"103-2900-000","103-2900","value of item"
"102-2900-010","102-2900","value of item"
"102-2900-999","102-2900","value of item"
"102-2900-888","102-2900","value of item"
"102-2900-998","102-2900","value of item"
"102-2900-988","102-2900","value of item"
"102-2900-000","102-2900","value of item"
"101-2900-010","101-2900","value of item"
"101-2900-999","101-2900","value of item"
"101-2900-888","101-2900","value of item"
"101-2900-998","101-2900","value of item"
"101-2900-988","101-2900","value of item"
"101-2900-000","101-2900","value of item"
"92-2900-010","92-2900","value of item"
"92-2900-999","92-2900","value of item"
"92-2900-888","92-2900","value of item"
"92-2900-998","92-2900","value of item"
"92-2900-988","92-2900","value of item"
"92-2900-000","92-2900","value of item"
"43-2900-098","43-2900","value of item"
"43-2900-999","43-2900","value of item"
"43-2900-998","43-2900","value of item"
"43-2900-997","43-2900","value of item"
"43-2900-990","43-2900","value of item"
"43-2900-000","43-2900","value of item"
"43-2900-097","43-2900","value of item"
"43-2900-888","43-2900","value of item"
"43-2900-988","43-2900","value of item"
"43-2900-090","43-2900","value of item"
"43-2900-001-089","43-2900","numeric range of item"
"41-2900-098","41-2900","value of item"
"41-2900-999","41-2900","value of item"
"41-2900-998","41-2900","value of item"
"41-2900-997","41-2900","value of item"
"41-2900-990","41-2900","value of item"
"41-2900-000","41-2900","value of item"
"41-2900-097","41-2900","value of item"
"41-2900-888","41-2900","value of item"
"41-2900-988","41-2900","value of item"
"41-2900-090","41-2900","value of item"
"41-2900-001-089","41-2900","numeric range of item"
"144-2900-050","144-2900","value of item"
"144-2900-988","144-2900","value of item"
"144-2900-090","144-2900","value of item"
"144-2900-999","144-2900","value of item"
"144-2900-100","144-2900","value of item"
"144-2900-030","144-2900","value of item"
"144-2900-020","144-2900","value of item"
"144-2900-000","144-2900","value of item"
"144-2900-060","144-2900","value of item"
"144-2900-010","144-2900","value of item"
"144-2900-080","144-2900","value of item"
"144-2900-888","144-2900","value of item"
"144-2900-070","144-2900","value of item"
"144-2900-040","144-2900","value of item"
"143-2900-050","143-2900","value of item"
"143-2900-988","143-2900","value of item"
"143-2900-090","143-2900","value of item"
"143-2900-999","143-2900","value of item"
"143-2900-100","143-2900","value of item"
"143-2900-030","143-2900","value of item"
"143-2900-020","143-2900","value of item"
"143-2900-000","143-2900","value of item"
"143-2900-060","143-2900","value of item"
"143-2900-010","143-2900","value of item"
"143-2900-080","143-2900","value of item"
"143-2900-888","143-2900","value of item"
"143-2900-070","143-2900","value of item"
"143-2900-040","143-2900","value of item"
"113-2900-001-089","113-2900","numeric range of item"
"113-2900-999","113-2900","value of item"
"113-2900-988","113-2900","value of item"
"113-2900-097","113-2900","value of item"
"113-2900-095","113-2900","value of item"
"113-2900-000","113-2900","value of item"
"113-2900-090","113-2900","value of item"
"113-2900-098","113-2900","value of item"
"113-2900-888","113-2900","value of item"
"111-2900-001-089","111-2900","numeric range of item"
"111-2900-999","111-2900","value of item"
"111-2900-988","111-2900","value of item"
"111-2900-097","111-2900","value of item"
"111-2900-095","111-2900","value of item"
"111-2900-000","111-2900","value of item"
"111-2900-090","111-2900","value of item"
"111-2900-098","111-2900","value of item"
"111-2900-888","111-2900","value of item"
"112-2900-001-089","112-2900","numeric range of item"
"112-2900-999","112-2900","value of item"
"112-2900-988","112-2900","value of item"
"112-2900-097","112-2900","value of item"
"112-2900-095","112-2900","value of item"
"112-2900-000","112-2900","value of item"
"112-2900-090","112-2900","value of item"
"112-2900-098","112-2900","value of item"
"112-2900-888","112-2900","value of item"
"98-2900-999","98-2900","value of item"
"98-2900-000","98-2900","value of item"
"98-2900-100","98-2900","value of item"
"98-2900-150","98-2900","value of item"
"98-2900-005","98-2900","value of item"
"98-2900-888","98-2900","value of item"
"98-2900-020","98-2900","value of item"
"98-2900-988","98-2900","value of item"
"98-2900-010","98-2900","value of item"
"108-2900-999","108-2900","value of item"
"108-2900-000","108-2900","value of item"
"108-2900-100","108-2900","value of item"
"108-2900-150","108-2900","value of item"
"108-2900-005","108-2900","value of item"
"108-2900-888","108-2900","value of item"
"108-2900-020","108-2900","value of item"
"108-2900-988","108-2900","value of item"
"108-2900-010","108-2900","value of item"
"120-2900-999","120-2900","value of item"
"120-2900-000","120-2900","value of item"
"120-2900-100","120-2900","value of item"
"120-2900-150","120-2900","value of item"
"120-2900-005","120-2900","value of item"
"120-2900-888","120-2900","value of item"
"120-2900-020","120-2900","value of item"
"120-2900-988","120-2900","value of item"
"120-2900-010","120-2900","value of item"
"125-2900-999","125-2900","value of item"
"125-2900-000","125-2900","value of item"
"125-2900-100","125-2900","value of item"
"125-2900-150","125-2900","value of item"
"125-2900-005","125-2900","value of item"
"125-2900-888","125-2900","value of item"
"125-2900-020","125-2900","value of item"
"125-2900-988","125-2900","value of item"
"125-2900-010","125-2900","value of item"
"134-2900-995","134-2900","value of item"
"134-2900-990","134-2900","value of item"
"134-2900-000","134-2900","value of item"
"134-2900-996","134-2900","value of item"
"134-2900-992","134-2900","value of item"
"134-2900-001-979","134-2900","numeric range of item"
"134-2900-991","134-2900","value of item"
"134-2900-993","134-2900","value of item"
"134-2900-994","134-2900","value of item"
"134-2900-980","134-2900","value of item"
"134-2900-988","134-2900","value of item"
"134-2900-999","134-2900","value of item"
"61-2900-009","61-2900","value of item"
"61-2900-003","61-2900","value of item"
"61-2900-001","61-2900","value of item"
"61-2900-190","61-2900","value of item"
"61-2900-007","61-2900","value of item"
"61-2900-020","61-2900","value of item"
"61-2900-999","61-2900","value of item"
"61-2900-008","61-2900","value of item"
"61-2900-140","61-2900","value of item"
"61-2900-080","61-2900","value of item"
"61-2900-010","61-2900","value of item"
"61-2900-030","61-2900","value of item"
"61-2900-090","61-2900","value of item"
"61-2900-050","61-2900","value of item"
"61-2900-002","61-2900","value of item"
"61-2900-004","61-2900","value of item"
"61-2900-040","61-2900","value of item"
"61-2900-100","61-2900","value of item"
"61-2900-130","61-2900","value of item"
"61-2900-070","61-2900","value of item"
"61-2900-005","61-2900","value of item"
"61-2900-120","61-2900","value of item"
"61-2900-150","61-2900","value of item"
"61-2900-170","61-2900","value of item"
"61-2900-200","61-2900","value of item"
"61-2900-997","61-2900","value of item"
"61-2900-060","61-2900","value of item"
"61-2900-888","61-2900","value of item"
"61-2900-006","61-2900","value of item"
"61-2900-160","61-2900","value of item"
"61-2900-998","61-2900","value of item"
"61-2900-988","61-2900","value of item"
"61-2900-180","61-2900","value of item"
"61-2900-000","61-2900","value of item"
"60-2900-009","60-2900","value of item"
"60-2900-003","60-2900","value of item"
"60-2900-001","60-2900","value of item"
"60-2900-190","60-2900","value of item"
"60-2900-007","60-2900","value of item"
"60-2900-020","60-2900","value of item"
"60-2900-999","60-2900","value of item"
"60-2900-008","60-2900","value of item"
"60-2900-140","60-2900","value of item"
"60-2900-080","60-2900","value of item"
"60-2900-010","60-2900","value of item"
"60-2900-030","60-2900","value of item"
"60-2900-090","60-2900","value of item"
"60-2900-050","60-2900","value of item"
"60-2900-002","60-2900","value of item"
"60-2900-004","60-2900","value of item"
"60-2900-040","60-2900","value of item"
"60-2900-100","60-2900","value of item"
"60-2900-130","60-2900","value of item"
"60-2900-070","60-2900","value of item"
"60-2900-005","60-2900","value of item"
"60-2900-120","60-2900","value of item"
"60-2900-150","60-2900","value of item"
"60-2900-170","60-2900","value of item"
"60-2900-200","60-2900","value of item"
"60-2900-997","60-2900","value of item"
"60-2900-060","60-2900","value of item"
"60-2900-888","60-2900","value of item"
"60-2900-006","60-2900","value of item"
"60-2900-160","60-2900","value of item"
"60-2900-998","60-2900","value of item"
"60-2900-988","60-2900","value of item"
"60-2900-180","60-2900","value of item"
"60-2900-000","60-2900","value of item"
"114-2900-988","114-2900","value of item"
"114-2900-990","114-2900","value of item"
"114-2900-993","114-2900","value of item"
"114-2900-999","114-2900","value of item"
"114-2900-992","114-2900","value of item"
"114-2900-010","114-2900","value of item"
"114-2900-020","114-2900","value of item"
"114-2900-888","114-2900","value of item"
"114-2900-991","114-2900","value of item"
"114-2900-998","114-2900","value of item"
"114-2900-030","114-2900","value of item"
"114-2900-000","114-2900","value of item"
"114-2900-040","114-2900","value of item"
"105-2900-988","105-2900","value of item"
"105-2900-990","105-2900","value of item"
"105-2900-993","105-2900","value of item"
"105-2900-999","105-2900","value of item"
"105-2900-992","105-2900","value of item"
"105-2900-010","105-2900","value of item"
"105-2900-020","105-2900","value of item"
"105-2900-888","105-2900","value of item"
"105-2900-991","105-2900","value of item"
"105-2900-998","105-2900","value of item"
"105-2900-030","105-2900","value of item"
"105-2900-000","105-2900","value of item"
"105-2900-040","105-2900","value of item"
"110-2900-888","110-2900","value of item"
"110-2900-988","110-2900","value of item"
"110-2900-999","110-2900","value of item"
"110-2900-030","110-2900","value of item"
"110-2900-010","110-2900","value of item"
"110-2900-020","110-2900","value of item"
"110-2900-000","110-2900","value of item"
"110-2900-040","110-2900","value of item"
"110-2900-998","110-2900","value of item"
"109-2900-888","109-2900","value of item"
"109-2900-988","109-2900","value of item"
"109-2900-999","109-2900","value of item"
"109-2900-030","109-2900","value of item"
"109-2900-010","109-2900","value of item"
"109-2900-020","109-2900","value of item"
"109-2900-000","109-2900","value of item"
"109-2900-040","109-2900","value of item"
"109-2900-998","109-2900","value of item"
"99-2910-999","99-2910","value of item"
"99-2910-030","99-2910","value of item"
"99-2910-988","99-2910","value of item"
"99-2910-000","99-2910","value of item"
"99-2910-008","99-2910","value of item"
"99-2910-002","99-2910","value of item"
"99-2910-005","99-2910","value of item"
"99-2910-998","99-2910","value of item"
"99-2910-997","99-2910","value of item"
"99-2910-004","99-2910","value of item"
"99-2910-020","99-2910","value of item"
"99-2910-006","99-2910","value of item"
"99-2910-010","99-2910","value of item"
"106-2910-002","106-2910","value of item"
"106-2910-000","106-2910","value of item"
"106-2910-009","106-2910","value of item"
"106-2910-987","106-2910","value of item"
"106-2910-001","106-2910","value of item"
"106-2910-888","106-2910","value of item"
"106-2910-988","106-2910","value of item"
"122-2910-999","122-2910","value of item"
"122-2910-000","122-2910","value of item"
"122-2910-988","122-2910","value of item"
"122-2910-001","122-2910","value of item"
"122-2910-010","122-2910","value of item"
"121-2910-999","121-2910","value of item"
"121-2910-110","121-2910","value of item"
"121-2910-310","121-2910","value of item"
"121-2910-250","121-2910","value of item"
"121-2910-330","121-2910","value of item"
"121-2910-540","121-2910","value of item"
"121-2910-320","121-2910","value of item"
"121-2910-520","121-2910","value of item"
"121-2910-988","121-2910","value of item"
"121-2910-550","121-2910","value of item"
"121-2910-530","121-2910","value of item"
"121-2910-000","121-2910","value of item"
"121-2910-450","121-2910","value of item"
"121-2910-210","121-2910","value of item"
"121-2910-120","121-2910","value of item"
"121-2910-020","121-2910","value of item"
"121-2910-140","121-2910","value of item"
"121-2910-080","121-2910","value of item"
"121-2910-510","121-2910","value of item"
"121-2910-150","121-2910","value of item"
"121-2910-350","121-2910","value of item"
"121-2910-220","121-2910","value of item"
"121-2910-440","121-2910","value of item"
"121-2910-130","121-2910","value of item"
"121-2910-240","121-2910","value of item"
"121-2910-410","121-2910","value of item"
"121-2910-420","121-2910","value of item"
"121-2910-430","121-2910","value of item"
"121-2910-340","121-2910","value of item"
"121-2910-030","121-2910","value of item"
"121-2910-230","121-2910","value of item"
"121-2910-010","121-2910","value of item"
"138-2910-998","138-2910","value of item"
"138-2910-999","138-2910","value of item"
"138-2910-988","138-2910","value of item"
"138-2910-000","138-2910","value of item"
"138-2910-888","138-2910","value of item"
"138-2910-010","138-2910","value of item"
"60-2910-998","60-2910","value of item"
"60-2910-997","60-2910","value of item"
"60-2910-988","60-2910","value of item"
"60-2910-000","60-2910","value of item"
"60-2910-999","60-2910","value of item"
"60-2910-980","60-2910","value of item"
"60-2910-001","60-2910","value of item"
"60-2910-002-979","60-2910","numeric range of item"
"126-2910-998","126-2910","value of item"
"126-2910-987","126-2910","value of item"
"126-2910-010","126-2910","value of item"
"126-2910-999","126-2910","value of item"
"126-2910-888","126-2910","value of item"
"126-2910-000","126-2910","value of item"
"126-2910-988","126-2910","value of item"
"67-2910-997","67-2910","value of item"
"67-2910-992","67-2910","value of item"
"67-2910-988","67-2910","value of item"
"67-2910-996","67-2910","value of item"
"67-2910-995","67-2910","value of item"
"67-2910-000","67-2910","value of item"
"67-2910-010-500","67-2910","numeric range of item"
"67-2910-510","67-2910","value of item"
"67-2910-001-008","67-2910","numeric range of item"
"67-2910-888","67-2910","value of item"
"67-2910-009","67-2910","value of item"
"67-2910-990","67-2910","value of item"
"67-2910-999","67-2910","value of item"
"67-2910-998","67-2910","value of item"
"67-2910-991","67-2910","value of item"
"141-2910-888","141-2910","value of item"
"141-2910-999","141-2910","value of item"
"141-2910-010","141-2910","value of item"
"141-2910-020","141-2910","value of item"
"141-2910-987","141-2910","value of item"
"141-2910-000","141-2910","value of item"
"141-2910-030","141-2910","value of item"
"141-2910-988","141-2910","value of item"
"115-2910-999","115-2910","value of item"
"115-2910-001-089","115-2910","numeric range of item"
"115-2910-888","115-2910","value of item"
"115-2910-098","115-2910","value of item"
"115-2910-097","115-2910","value of item"
"115-2910-988","115-2910","value of item"
"115-2910-000","115-2910","value of item"
"115-2910-090","115-2910","value of item"
"115-2910-095","115-2910","value of item"
"93-2910-000","93-2910","value of item"
"93-2910-999","93-2910","value of item"
"93-2910-988","93-2910","value of item"
"93-2910-020","93-2910","value of item"
"93-2910-010","93-2910","value of item"
"93-2910-888","93-2910","value of item"
"95-2910-001-050","95-2910","numeric range of item"
"95-2910-999","95-2910","value of item"
"95-2910-988","95-2910","value of item"
"95-2910-888","95-2910","value of item"
"95-2910-000","95-2910","value of item"
"95-2910-099","95-2910","value of item"
"97-2910-001-979","97-2910","numeric range of item"
"97-2910-994","97-2910","value of item"
"97-2910-000","97-2910","value of item"
"97-2910-999","97-2910","value of item"
"97-2910-997","97-2910","value of item"
"97-2910-992","97-2910","value of item"
"97-2910-996","97-2910","value of item"
"97-2910-991","97-2910","value of item"
"97-2910-993","97-2910","value of item"
"97-2910-995","97-2910","value of item"
"97-2910-980","97-2910","value of item"
"97-2910-987","97-2910","value of item"
"97-2910-990","97-2910","value of item"
"97-2910-988","97-2910","value of item"
"149-2910-988","149-2910","value of item"
"149-2910-991","149-2910","value of item"
"149-2910-001-979","149-2910","numeric range of item"
"149-2910-980","149-2910","value of item"
"149-2910-997","149-2910","value of item"
"149-2910-999","149-2910","value of item"
"149-2910-987","149-2910","value of item"
"149-2910-998","149-2910","value of item"
"149-2910-990","149-2910","value of item"
"47-2910-010","47-2910","value of item"
"47-2910-988","47-2910","value of item"
"47-2910-999","47-2910","value of item"
"47-2910-888","47-2910","value of item"
"47-2910-000","47-2910","value of item"
"142-2910-992","142-2910","value of item"
"142-2910-991","142-2910","value of item"
"142-2910-000","142-2910","value of item"
"142-2910-999","142-2910","value of item"
"142-2910-005","142-2910","value of item"
"142-2910-990","142-2910","value of item"
"142-2910-003","142-2910","value of item"
"142-2910-002","142-2910","value of item"
"142-2910-988","142-2910","value of item"
"142-2910-888","142-2910","value of item"
"142-2910-004","142-2910","value of item"
"142-2910-001","142-2910","value of item"
"6-2910-001","6-2910","value of item"
"6-2910-988","6-2910","value of item"
"6-2910-010","6-2910","value of item"
"6-2910-110","6-2910","value of item"
"6-2910-111","6-2910","value of item"
"6-2910-100","6-2910","value of item"
"6-2910-011","6-2910","value of item"
"6-2910-101","6-2910","value of item"
"6-2910-999","6-2910","value of item"
"6-2910-000","6-2910","value of item"
"9-2910-001","9-2910","value of item"
"9-2910-988","9-2910","value of item"
"9-2910-010","9-2910","value of item"
"9-2910-110","9-2910","value of item"
"9-2910-111","9-2910","value of item"
"9-2910-100","9-2910","value of item"
"9-2910-011","9-2910","value of item"
"9-2910-101","9-2910","value of item"
"9-2910-999","9-2910","value of item"
"9-2910-000","9-2910","value of item"
"15-2910-001","15-2910","value of item"
"15-2910-988","15-2910","value of item"
"15-2910-010","15-2910","value of item"
"15-2910-110","15-2910","value of item"
"15-2910-111","15-2910","value of item"
"15-2910-100","15-2910","value of item"
"15-2910-011","15-2910","value of item"
"15-2910-101","15-2910","value of item"
"15-2910-999","15-2910","value of item"
"15-2910-000","15-2910","value of item"
"11-2910-001","11-2910","value of item"
"11-2910-988","11-2910","value of item"
"11-2910-010","11-2910","value of item"
"11-2910-110","11-2910","value of item"
"11-2910-111","11-2910","value of item"
"11-2910-100","11-2910","value of item"
"11-2910-011","11-2910","value of item"
"11-2910-101","11-2910","value of item"
"11-2910-999","11-2910","value of item"
"11-2910-000","11-2910","value of item"
"25-2910-001","25-2910","value of item"
"25-2910-988","25-2910","value of item"
"25-2910-010","25-2910","value of item"
"25-2910-110","25-2910","value of item"
"25-2910-111","25-2910","value of item"
"25-2910-100","25-2910","value of item"
"25-2910-011","25-2910","value of item"
"25-2910-101","25-2910","value of item"
"25-2910-999","25-2910","value of item"
"25-2910-000","25-2910","value of item"
"21-2910-001","21-2910","value of item"
"21-2910-988","21-2910","value of item"
"21-2910-010","21-2910","value of item"
"21-2910-110","21-2910","value of item"
"21-2910-111","21-2910","value of item"
"21-2910-100","21-2910","value of item"
"21-2910-011","21-2910","value of item"
"21-2910-101","21-2910","value of item"
"21-2910-999","21-2910","value of item"
"21-2910-000","21-2910","value of item"
"74-2910-001","74-2910","value of item"
"74-2910-988","74-2910","value of item"
"74-2910-010","74-2910","value of item"
"74-2910-110","74-2910","value of item"
"74-2910-111","74-2910","value of item"
"74-2910-100","74-2910","value of item"
"74-2910-011","74-2910","value of item"
"74-2910-101","74-2910","value of item"
"74-2910-999","74-2910","value of item"
"74-2910-000","74-2910","value of item"
"16-2910-001","16-2910","value of item"
"16-2910-988","16-2910","value of item"
"16-2910-010","16-2910","value of item"
"16-2910-110","16-2910","value of item"
"16-2910-111","16-2910","value of item"
"16-2910-100","16-2910","value of item"
"16-2910-011","16-2910","value of item"
"16-2910-101","16-2910","value of item"
"16-2910-999","16-2910","value of item"
"16-2910-000","16-2910","value of item"
"88-2910-001","88-2910","value of item"
"88-2910-988","88-2910","value of item"
"88-2910-010","88-2910","value of item"
"88-2910-110","88-2910","value of item"
"88-2910-111","88-2910","value of item"
"88-2910-100","88-2910","value of item"
"88-2910-011","88-2910","value of item"
"88-2910-101","88-2910","value of item"
"88-2910-999","88-2910","value of item"
"88-2910-000","88-2910","value of item"
"37-2910-001","37-2910","value of item"
"37-2910-988","37-2910","value of item"
"37-2910-010","37-2910","value of item"
"37-2910-110","37-2910","value of item"
"37-2910-111","37-2910","value of item"
"37-2910-100","37-2910","value of item"
"37-2910-011","37-2910","value of item"
"37-2910-101","37-2910","value of item"
"37-2910-999","37-2910","value of item"
"37-2910-000","37-2910","value of item"
"28-2910-001","28-2910","value of item"
"28-2910-988","28-2910","value of item"
"28-2910-010","28-2910","value of item"
"28-2910-110","28-2910","value of item"
"28-2910-111","28-2910","value of item"
"28-2910-100","28-2910","value of item"
"28-2910-011","28-2910","value of item"
"28-2910-101","28-2910","value of item"
"28-2910-999","28-2910","value of item"
"28-2910-000","28-2910","value of item"
"85-2910-001","85-2910","value of item"
"85-2910-988","85-2910","value of item"
"85-2910-010","85-2910","value of item"
"85-2910-110","85-2910","value of item"
"85-2910-111","85-2910","value of item"
"85-2910-100","85-2910","value of item"
"85-2910-011","85-2910","value of item"
"85-2910-101","85-2910","value of item"
"85-2910-999","85-2910","value of item"
"85-2910-000","85-2910","value of item"
"83-2910-001","83-2910","value of item"
"83-2910-988","83-2910","value of item"
"83-2910-010","83-2910","value of item"
"83-2910-110","83-2910","value of item"
"83-2910-111","83-2910","value of item"
"83-2910-100","83-2910","value of item"
"83-2910-011","83-2910","value of item"
"83-2910-101","83-2910","value of item"
"83-2910-999","83-2910","value of item"
"83-2910-000","83-2910","value of item"
"2-2910-001","2-2910","value of item"
