"concept_code_1","concept_code_2","relationship_id"
"2-2862","2-2862-030","item has value of"
"86-2862","86-2862-010","item has value of"
"86-2862","86-2862-000","item has value of"
"86-2862","86-2862-997","item has value of"
"86-2862","86-2862-988","item has value of"
"86-2862","86-2862-999","item has value of"
"86-2862","86-2862-020","item has value of"
"86-2862","86-2862-998","item has value of"
"86-2862","86-2862-030","item has value of"
"89-2862","89-2862-010","item has value of"
"89-2862","89-2862-000","item has value of"
"89-2862","89-2862-997","item has value of"
"89-2862","89-2862-988","item has value of"
"89-2862","89-2862-999","item has value of"
"89-2862","89-2862-020","item has value of"
"89-2862","89-2862-998","item has value of"
"89-2862","89-2862-030","item has value of"
"77-2862","77-2862-010","item has value of"
"77-2862","77-2862-000","item has value of"
"77-2862","77-2862-997","item has value of"
"77-2862","77-2862-988","item has value of"
"77-2862","77-2862-999","item has value of"
"77-2862","77-2862-020","item has value of"
"77-2862","77-2862-998","item has value of"
"77-2862","77-2862-030","item has value of"
"18-2862","18-2862-010","item has value of"
"18-2862","18-2862-000","item has value of"
"18-2862","18-2862-997","item has value of"
"18-2862","18-2862-988","item has value of"
"18-2862","18-2862-999","item has value of"
"18-2862","18-2862-020","item has value of"
"18-2862","18-2862-998","item has value of"
"18-2862","18-2862-030","item has value of"
"76-2862","76-2862-010","item has value of"
"76-2862","76-2862-000","item has value of"
"76-2862","76-2862-997","item has value of"
"76-2862","76-2862-988","item has value of"
"76-2862","76-2862-999","item has value of"
"76-2862","76-2862-020","item has value of"
"76-2862","76-2862-998","item has value of"
"76-2862","76-2862-030","item has value of"
"40-2862","40-2862-010","item has value of"
"40-2862","40-2862-000","item has value of"
"40-2862","40-2862-997","item has value of"
"40-2862","40-2862-988","item has value of"
"40-2862","40-2862-999","item has value of"
"40-2862","40-2862-020","item has value of"
"40-2862","40-2862-998","item has value of"
"40-2862","40-2862-030","item has value of"
"83-2862","83-2862-010","item has value of"
"83-2862","83-2862-000","item has value of"
"83-2862","83-2862-997","item has value of"
"83-2862","83-2862-988","item has value of"
"83-2862","83-2862-999","item has value of"
"83-2862","83-2862-020","item has value of"
"83-2862","83-2862-998","item has value of"
"83-2862","83-2862-030","item has value of"
"39-2862","39-2862-010","item has value of"
"39-2862","39-2862-000","item has value of"
"39-2862","39-2862-997","item has value of"
"39-2862","39-2862-988","item has value of"
"39-2862","39-2862-999","item has value of"
"39-2862","39-2862-020","item has value of"
"39-2862","39-2862-998","item has value of"
"39-2862","39-2862-030","item has value of"
"23-2862","23-2862-010","item has value of"
"23-2862","23-2862-000","item has value of"
"23-2862","23-2862-997","item has value of"
"23-2862","23-2862-988","item has value of"
"23-2862","23-2862-999","item has value of"
"23-2862","23-2862-020","item has value of"
"23-2862","23-2862-998","item has value of"
"23-2862","23-2862-030","item has value of"
"8-2862","8-2862-010","item has value of"
"8-2862","8-2862-000","item has value of"
"8-2862","8-2862-997","item has value of"
"8-2862","8-2862-988","item has value of"
"8-2862","8-2862-999","item has value of"
"8-2862","8-2862-020","item has value of"
"8-2862","8-2862-998","item has value of"
"8-2862","8-2862-030","item has value of"
"75-2862","75-2862-010","item has value of"
"75-2862","75-2862-000","item has value of"
"75-2862","75-2862-997","item has value of"
"75-2862","75-2862-988","item has value of"
"75-2862","75-2862-999","item has value of"
"75-2862","75-2862-020","item has value of"
"75-2862","75-2862-998","item has value of"
"75-2862","75-2862-030","item has value of"
"5-2862","5-2862-010","item has value of"
"5-2862","5-2862-000","item has value of"
"5-2862","5-2862-997","item has value of"
"5-2862","5-2862-988","item has value of"
"5-2862","5-2862-999","item has value of"
"5-2862","5-2862-020","item has value of"
"5-2862","5-2862-998","item has value of"
"5-2862","5-2862-030","item has value of"
"78-2862","78-2862-010","item has value of"
"78-2862","78-2862-000","item has value of"
"78-2862","78-2862-997","item has value of"
"78-2862","78-2862-988","item has value of"
"78-2862","78-2862-999","item has value of"
"78-2862","78-2862-020","item has value of"
"78-2862","78-2862-998","item has value of"
"78-2862","78-2862-030","item has value of"
"28-2862","28-2862-010","item has value of"
"28-2862","28-2862-000","item has value of"
"28-2862","28-2862-997","item has value of"
"28-2862","28-2862-988","item has value of"
"28-2862","28-2862-999","item has value of"
"28-2862","28-2862-020","item has value of"
"28-2862","28-2862-998","item has value of"
"28-2862","28-2862-030","item has value of"
"25-2862","25-2862-010","item has value of"
"25-2862","25-2862-000","item has value of"
"25-2862","25-2862-997","item has value of"
"25-2862","25-2862-988","item has value of"
"25-2862","25-2862-999","item has value of"
"25-2862","25-2862-020","item has value of"
"25-2862","25-2862-998","item has value of"
"25-2862","25-2862-030","item has value of"
"73-2862","73-2862-010","item has value of"
"73-2862","73-2862-000","item has value of"
"73-2862","73-2862-997","item has value of"
"73-2862","73-2862-988","item has value of"
"73-2862","73-2862-999","item has value of"
"73-2862","73-2862-020","item has value of"
"73-2862","73-2862-998","item has value of"
"73-2862","73-2862-030","item has value of"
"11-2862","11-2862-010","item has value of"
"11-2862","11-2862-000","item has value of"
"11-2862","11-2862-997","item has value of"
"11-2862","11-2862-988","item has value of"
"11-2862","11-2862-999","item has value of"
"11-2862","11-2862-020","item has value of"
"11-2862","11-2862-998","item has value of"
"11-2862","11-2862-030","item has value of"
"87-2862","87-2862-010","item has value of"
"87-2862","87-2862-000","item has value of"
"87-2862","87-2862-997","item has value of"
"87-2862","87-2862-988","item has value of"
"87-2862","87-2862-999","item has value of"
"87-2862","87-2862-020","item has value of"
"87-2862","87-2862-998","item has value of"
"87-2862","87-2862-030","item has value of"
"85-2862","85-2862-010","item has value of"
"85-2862","85-2862-000","item has value of"
"85-2862","85-2862-997","item has value of"
"85-2862","85-2862-988","item has value of"
"85-2862","85-2862-999","item has value of"
"85-2862","85-2862-020","item has value of"
"85-2862","85-2862-998","item has value of"
"85-2862","85-2862-030","item has value of"
"9-2862","9-2862-010","item has value of"
"9-2862","9-2862-000","item has value of"
"9-2862","9-2862-997","item has value of"
"9-2862","9-2862-988","item has value of"
"9-2862","9-2862-999","item has value of"
"9-2862","9-2862-020","item has value of"
"9-2862","9-2862-998","item has value of"
"9-2862","9-2862-030","item has value of"
"81-2862","81-2862-010","item has value of"
"81-2862","81-2862-000","item has value of"
"81-2862","81-2862-997","item has value of"
"81-2862","81-2862-988","item has value of"
"81-2862","81-2862-999","item has value of"
"81-2862","81-2862-020","item has value of"
"81-2862","81-2862-998","item has value of"
"81-2862","81-2862-030","item has value of"
"20-2862","20-2862-010","item has value of"
"20-2862","20-2862-000","item has value of"
"20-2862","20-2862-997","item has value of"
"20-2862","20-2862-988","item has value of"
"20-2862","20-2862-999","item has value of"
"20-2862","20-2862-020","item has value of"
"20-2862","20-2862-998","item has value of"
"20-2862","20-2862-030","item has value of"
"16-2862","16-2862-010","item has value of"
"16-2862","16-2862-000","item has value of"
"16-2862","16-2862-997","item has value of"
"16-2862","16-2862-988","item has value of"
"16-2862","16-2862-999","item has value of"
"16-2862","16-2862-020","item has value of"
"16-2862","16-2862-998","item has value of"
"16-2862","16-2862-030","item has value of"
"80-2862","80-2862-010","item has value of"
"80-2862","80-2862-000","item has value of"
"80-2862","80-2862-997","item has value of"
"80-2862","80-2862-988","item has value of"
"80-2862","80-2862-999","item has value of"
"80-2862","80-2862-020","item has value of"
"80-2862","80-2862-998","item has value of"
"80-2862","80-2862-030","item has value of"
"26-2862","26-2862-010","item has value of"
"26-2862","26-2862-000","item has value of"
"26-2862","26-2862-997","item has value of"
"26-2862","26-2862-988","item has value of"
"26-2862","26-2862-999","item has value of"
"26-2862","26-2862-020","item has value of"
"26-2862","26-2862-998","item has value of"
"26-2862","26-2862-030","item has value of"
"31-2862","31-2862-010","item has value of"
"31-2862","31-2862-000","item has value of"
"31-2862","31-2862-997","item has value of"
"31-2862","31-2862-988","item has value of"
"31-2862","31-2862-999","item has value of"
"31-2862","31-2862-020","item has value of"
"31-2862","31-2862-998","item has value of"
"31-2862","31-2862-030","item has value of"
"36-2862","36-2862-010","item has value of"
"36-2862","36-2862-000","item has value of"
"36-2862","36-2862-997","item has value of"
"36-2862","36-2862-988","item has value of"
"36-2862","36-2862-999","item has value of"
"36-2862","36-2862-020","item has value of"
"36-2862","36-2862-998","item has value of"
"36-2862","36-2862-030","item has value of"
"12-2862","12-2862-010","item has value of"
"12-2862","12-2862-000","item has value of"
"12-2862","12-2862-997","item has value of"
"12-2862","12-2862-988","item has value of"
"12-2862","12-2862-999","item has value of"
"12-2862","12-2862-020","item has value of"
"12-2862","12-2862-998","item has value of"
"12-2862","12-2862-030","item has value of"
"34-2862","34-2862-010","item has value of"
"34-2862","34-2862-000","item has value of"
"34-2862","34-2862-997","item has value of"
"34-2862","34-2862-988","item has value of"
"34-2862","34-2862-999","item has value of"
"34-2862","34-2862-020","item has value of"
"34-2862","34-2862-998","item has value of"
"34-2862","34-2862-030","item has value of"
"15-2862","15-2862-010","item has value of"
"15-2862","15-2862-000","item has value of"
"15-2862","15-2862-997","item has value of"
"15-2862","15-2862-988","item has value of"
"15-2862","15-2862-999","item has value of"
"15-2862","15-2862-020","item has value of"
"15-2862","15-2862-998","item has value of"
"15-2862","15-2862-030","item has value of"
"1-2862","1-2862-010","item has value of"
"1-2862","1-2862-000","item has value of"
"1-2862","1-2862-997","item has value of"
"1-2862","1-2862-988","item has value of"
"1-2862","1-2862-999","item has value of"
"1-2862","1-2862-020","item has value of"
"1-2862","1-2862-998","item has value of"
"1-2862","1-2862-030","item has value of"
"35-2862","35-2862-010","item has value of"
"35-2862","35-2862-000","item has value of"
"35-2862","35-2862-997","item has value of"
"35-2862","35-2862-988","item has value of"
"35-2862","35-2862-999","item has value of"
"35-2862","35-2862-020","item has value of"
"35-2862","35-2862-998","item has value of"
"35-2862","35-2862-030","item has value of"
"4-2862","4-2862-010","item has value of"
"4-2862","4-2862-000","item has value of"
"4-2862","4-2862-997","item has value of"
"4-2862","4-2862-988","item has value of"
"4-2862","4-2862-999","item has value of"
"4-2862","4-2862-020","item has value of"
"4-2862","4-2862-998","item has value of"
"4-2862","4-2862-030","item has value of"
"79-2862","79-2862-010","item has value of"
"79-2862","79-2862-000","item has value of"
"79-2862","79-2862-997","item has value of"
"79-2862","79-2862-988","item has value of"
"79-2862","79-2862-999","item has value of"
"79-2862","79-2862-020","item has value of"
"79-2862","79-2862-998","item has value of"
"79-2862","79-2862-030","item has value of"
"22-2862","22-2862-010","item has value of"
"22-2862","22-2862-000","item has value of"
"22-2862","22-2862-997","item has value of"
"22-2862","22-2862-988","item has value of"
"22-2862","22-2862-999","item has value of"
"22-2862","22-2862-020","item has value of"
"22-2862","22-2862-998","item has value of"
"22-2862","22-2862-030","item has value of"
"56-2862","56-2862-988","item has value of"
"56-2862","56-2862-999","item has value of"
"56-2862","56-2862-010","item has value of"
"56-2862","56-2862-000","item has value of"
"56-2862","56-2862-998","item has value of"
"53-2862","53-2862-988","item has value of"
"53-2862","53-2862-999","item has value of"
"53-2862","53-2862-010","item has value of"
